Configurazione,alpha,Cd,CL,J
naca4412_wortmannfx082-512,0.0,0.166009,-1.265712,1.0
naca4412_wortmannfx082-512,0.010101010101010102,0.166009,-1.265712,0.9951404759165323
naca4412_wortmannfx082-512,0.020202020202020204,0.166009,-1.265712,0.9902809518330644
naca4412_wortmannfx082-512,0.030303030303030304,0.166009,-1.265712,0.9854214277495967
naca4412_wortmannfx082-512,0.04040404040404041,0.166009,-1.265712,0.9805619036661289
naca4412_wortmannfx082-512,0.05050505050505051,0.166009,-1.265712,0.9757023795826612
naca4412_wortmannfx082-512,0.06060606060606061,0.166009,-1.265712,0.9708428554991935
naca4412_wortmannfx082-512,0.07070707070707072,0.166009,-1.265712,0.9659833314157257
naca4412_wortmannfx082-512,0.08080808080808081,0.166009,-1.265712,0.9611238073322579
naca4412_wortmannfx082-512,0.09090909090909091,0.166009,-1.265712,0.9562642832487901
naca4412_wortmannfx082-512,0.10101010101010102,0.166009,-1.265712,0.9514047591653223
naca4412_wortmannfx082-512,0.11111111111111112,0.166009,-1.265712,0.9465452350818545
naca4412_wortmannfx082-512,0.12121212121212122,0.166009,-1.265712,0.9416857109983868
naca4412_wortmannfx082-512,0.13131313131313133,0.166009,-1.265712,0.936826186914919
naca4412_wortmannfx082-512,0.14141414141414144,0.166009,-1.265712,0.9319666628314512
naca4412_wortmannfx082-512,0.15151515151515152,0.166009,-1.265712,0.9271071387479836
naca4412_wortmannfx082-512,0.16161616161616163,0.166009,-1.265712,0.9222476146645157
naca4412_wortmannfx082-512,0.17171717171717174,0.166009,-1.265712,0.917388090581048
naca4412_wortmannfx082-512,0.18181818181818182,0.166009,-1.265712,0.9125285664975802
naca4412_wortmannfx082-512,0.19191919191919193,0.166009,-1.265712,0.9076690424141124
naca4412_wortmannfx082-512,0.20202020202020204,0.166009,-1.265712,0.9028095183306447
naca4412_wortmannfx082-512,0.21212121212121213,0.166009,-1.265712,0.8979499942471769
naca4412_wortmannfx082-512,0.22222222222222224,0.166009,-1.265712,0.8930904701637091
naca4412_wortmannfx082-512,0.23232323232323235,0.166009,-1.265712,0.8882309460802413
naca4412_wortmannfx082-512,0.24242424242424243,0.166009,-1.265712,0.8833714219967737
naca4412_wortmannfx082-512,0.25252525252525254,0.166009,-1.265712,0.8785118979133058
naca4412_wortmannfx082-512,0.26262626262626265,0.166009,-1.265712,0.8736523738298381
naca4412_wortmannfx082-512,0.27272727272727276,0.166009,-1.265712,0.8687928497463704
naca4412_wortmannfx082-512,0.2828282828282829,0.166009,-1.265712,0.8639333256629025
naca4412_wortmannfx082-512,0.29292929292929293,0.166009,-1.265712,0.8590738015794348
naca4412_wortmannfx082-512,0.30303030303030304,0.166009,-1.265712,0.8542142774959671
naca4412_wortmannfx082-512,0.31313131313131315,0.166009,-1.265712,0.8493547534124992
naca4412_wortmannfx082-512,0.32323232323232326,0.166009,-1.265712,0.8444952293290314
naca4412_wortmannfx082-512,0.33333333333333337,0.166009,-1.265712,0.8396357052455636
naca4412_wortmannfx082-512,0.3434343434343435,0.166009,-1.265712,0.834776181162096
naca4412_wortmannfx082-512,0.3535353535353536,0.166009,-1.265712,0.8299166570786282
naca4412_wortmannfx082-512,0.36363636363636365,0.166009,-1.265712,0.8250571329951604
naca4412_wortmannfx082-512,0.37373737373737376,0.166009,-1.265712,0.8201976089116927
naca4412_wortmannfx082-512,0.38383838383838387,0.166009,-1.265712,0.8153380848282249
naca4412_wortmannfx082-512,0.393939393939394,0.166009,-1.265712,0.8104785607447571
naca4412_wortmannfx082-512,0.4040404040404041,0.166009,-1.265712,0.8056190366612893
naca4412_wortmannfx082-512,0.4141414141414142,0.166009,-1.265712,0.8007595125778216
naca4412_wortmannfx082-512,0.42424242424242425,0.166009,-1.265712,0.7958999884943537
naca4412_wortmannfx082-512,0.43434343434343436,0.166009,-1.265712,0.791040464410886
naca4412_wortmannfx082-512,0.4444444444444445,0.166009,-1.265712,0.7861809403274183
naca4412_wortmannfx082-512,0.4545454545454546,0.166009,-1.265712,0.7813214162439505
naca4412_wortmannfx082-512,0.4646464646464647,0.166009,-1.265712,0.7764618921604827
naca4412_wortmannfx082-512,0.4747474747474748,0.166009,-1.265712,0.771602368077015
naca4412_wortmannfx082-512,0.48484848484848486,0.166009,-1.265712,0.7667428439935472
naca4412_wortmannfx082-512,0.494949494949495,0.166009,-1.265712,0.7618833199100794
naca4412_wortmannfx082-512,0.5050505050505051,0.166009,-1.265712,0.7570237958266117
naca4412_wortmannfx082-512,0.5151515151515152,0.166009,-1.265712,0.7521642717431438
naca4412_wortmannfx082-512,0.5252525252525253,0.166009,-1.265712,0.7473047476596761
naca4412_wortmannfx082-512,0.5353535353535354,0.166009,-1.265712,0.7424452235762085
naca4412_wortmannfx082-512,0.5454545454545455,0.166009,-1.265712,0.7375856994927406
naca4412_wortmannfx082-512,0.5555555555555556,0.166009,-1.265712,0.7327261754092729
naca4412_wortmannfx082-512,0.5656565656565657,0.166009,-1.265712,0.727866651325805
naca4412_wortmannfx082-512,0.5757575757575758,0.166009,-1.265712,0.7230071272423373
naca4412_wortmannfx082-512,0.5858585858585859,0.166009,-1.265712,0.7181476031588696
naca4412_wortmannfx082-512,0.595959595959596,0.166009,-1.265712,0.7132880790754017
naca4412_wortmannfx082-512,0.6060606060606061,0.166009,-1.265712,0.708428554991934
naca4412_wortmannfx082-512,0.6161616161616162,0.166009,-1.265712,0.7035690309084662
naca4412_wortmannfx082-512,0.6262626262626263,0.166009,-1.265712,0.6987095068249984
naca4412_wortmannfx082-512,0.6363636363636365,0.166009,-1.265712,0.6938499827415306
naca4412_wortmannfx082-512,0.6464646464646465,0.166009,-1.265712,0.6889904586580629
naca4412_wortmannfx082-512,0.6565656565656566,0.166009,-1.265712,0.6841309345745952
naca4412_wortmannfx082-512,0.6666666666666667,0.166009,-1.265712,0.6792714104911274
naca4412_goe431,0.6767676767676768,0.278343,-2.377692,0.6767676767676768
naca4412_goe431,0.686868686868687,0.278343,-2.377692,0.686868686868687
naca4412_goe431,0.696969696969697,0.278343,-2.377692,0.696969696969697
naca4412_goe431,0.7070707070707072,0.278343,-2.377692,0.7070707070707072
naca4412_goe431,0.7171717171717172,0.278343,-2.377692,0.7171717171717172
naca4412_goe431,0.7272727272727273,0.278343,-2.377692,0.7272727272727273
naca4412_goe431,0.7373737373737375,0.278343,-2.377692,0.7373737373737375
naca4412_goe431,0.7474747474747475,0.278343,-2.377692,0.7474747474747475
naca4412_goe431,0.7575757575757577,0.278343,-2.377692,0.7575757575757577
