Configurazione,alpha,Cd,CL,J
naca4412_wortmannfx082-512_muso,0.0,0.249199,-2.372053,1.0
naca4412_wortmannfx082-512_muso,0.05263157894736842,0.249199,-2.372053,0.9961346408998394
naca4412_wortmannfx082-512_muso,0.10526315789473684,0.249199,-2.372053,0.9922692817996787
naca4412_wortmannfx082-512_muso,0.15789473684210525,0.249199,-2.372053,0.988403922699518
naca4412_wortmannfx082-512_muso,0.21052631578947367,0.249199,-2.372053,0.9845385635993574
naca4412_wortmannfx082-512_muso,0.2631578947368421,0.249199,-2.372053,0.9806732044991968
naca4412_wortmannfx082-512_muso,0.3157894736842105,0.249199,-2.372053,0.9768078453990361
naca4412_wortmannfx082-512_muso,0.3684210526315789,0.249199,-2.372053,0.9729424862988754
naca4412_eppler61_muso,0.42105263157894735,0.256611,-2.476482,0.9703465006237522
naca4412_eppler61_muso,0.47368421052631576,0.256611,-2.476482,0.9730422732943202
naca4412_eppler61_muso,0.5263157894736842,0.256611,-2.476482,0.9757380459648881
naca4412_eppler61_muso,0.5789473684210527,0.256611,-2.476482,0.9784338186354561
naca4412_eppler61_muso,0.631578947368421,0.256611,-2.476482,0.9811295913060241
naca4412_eppler61_muso,0.6842105263157894,0.256611,-2.476482,0.9838253639765921
naca4412_eppler61_muso,0.7368421052631579,0.256611,-2.476482,0.98652113664716
naca4412_eppler61_muso,0.7894736842105263,0.256611,-2.476482,0.9892169093177281
naca4412_eppler61_muso,0.8421052631578947,0.256611,-2.476482,0.9919126819882961
naca4412_eppler61_muso,0.894736842105263,0.256611,-2.476482,0.994608454658864
naca4412_eppler61_muso,0.9473684210526315,0.256611,-2.476482,0.997304227329432
naca4412_eppler61_muso,1.0,0.256611,-2.476482,1.0
